epoch,loss_total,loss_pde,loss_bc,loss_ic
1,3.10185010135,2.84910110533,0.0815786272287,0.171170368791
2,0.464080556482,0.312992639095,0.0378982797265,0.113189637661
3,0.30584436208,0.170195239782,0.0313724949956,0.104276627302
4,0.156120413356,0.0229460461065,0.0321719497442,0.101002417505
5,0.149243307952,0.0230981239118,0.0263595953584,0.0997855886817
6,0.13102291082,0.0088587582577,0.0237880721688,0.0983760803938
7,0.126820300287,0.00891321948729,0.024010527879,0.0938965529203
8,0.124589806236,0.00929672252387,0.0223114769906,0.0929816067219
9,0.122558040451,0.0091164986603,0.0207964703441,0.0926450714469
10,0.120704369247,0.00924203693867,0.020007185638,0.0914551466703
11,0.118952505942,0.00947646489367,0.0194560550153,0.0900199860334
12,0.117605533265,0.0097361093387,0.0186630114913,0.0892064124346
13,0.116405981686,0.0100270277821,0.0181451700628,0.0882337838411
14,0.115416841954,0.0102976471186,0.0174105726182,0.0877086222172
15,0.114335488528,0.0105183254927,0.0170481335372,0.0867690294981
16,0.113356977701,0.01070664078,0.0164515078068,0.0861988291144
17,0.112412670162,0.010857522022,0.0159346777946,0.085620470345
18,0.111425756104,0.0109416922554,0.0155662726611,0.0849177911878
19,0.110647950228,0.0110026010312,0.0149625791237,0.0846827700734
20,0.109748828411,0.0109893653542,0.0147817563266,0.0839777067304
21,0.108685205225,0.0109708304517,0.0143269775435,0.0833873972297
22,0.107583255228,0.010928900633,0.014066725038,0.0825876295567
23,0.106586710364,0.0108602333814,0.0136386621743,0.0820878148079
24,0.105701404158,0.0107177807949,0.0133201191202,0.0816635042429
25,0.104682051856,0.0105438635685,0.013103460893,0.0810347273946
26,0.103597220965,0.0103948572651,0.0126503519714,0.0805520117283
27,0.102371687349,0.0102598427795,0.0123510174453,0.0797608271241
28,0.101482619997,0.0100197927095,0.0122520616278,0.0792107656598
29,0.100564424694,0.00976342223585,0.0115563441068,0.0792446583509
30,0.0992682739161,0.00955194281414,0.0116911539808,0.0780251771212
31,0.0981974909082,0.00933131296188,0.0112880133092,0.0775781646371
32,0.097151604481,0.00912016630173,0.0110779451206,0.0769534930587
33,0.0960923799314,0.00887841014192,0.0107046356425,0.076509334147
34,0.0949817720801,0.00863158814609,0.01058723405,0.0757629498839
35,0.0937764829025,0.00835203453898,0.0104546425864,0.0749698057771
36,0.0927328852005,0.00813635932282,0.0100904591382,0.0745060667396
37,0.0916551894974,0.00789768095128,0.00992694124579,0.0738305673003
38,0.0906181002501,0.00767975323834,0.0096978880465,0.0732404589653
39,0.0895120736677,0.00743806757964,0.00932717043906,0.072746835649
40,0.0884894630872,0.00723740877584,0.009123490192,0.0721285641193
41,0.0874102851376,0.00702320225537,0.00891243387014,0.0714746490121
42,0.0863747667056,0.00686424183659,0.00879153609276,0.0707189887762
43,0.0853542391676,0.00667468686588,0.00865863077343,0.0700209215283
44,0.084358518105,0.00654168063775,0.00831952039152,0.0694973170757
45,0.0833878213074,0.00642440593801,0.0080649163574,0.068898499012
46,0.0824939934071,0.00635813917033,0.00799064617604,0.0681452080607
47,0.0815447300673,0.00627292757854,0.00778891379014,0.0674828886986
48,0.0807035866193,0.00624256422743,0.00726709701121,0.0671939253807
49,0.0798876151908,0.00623869304545,0.00706145167351,0.0665874704719
50,0.0790162848309,0.00616244347766,0.00701957242563,0.0658342689276
51,0.0781614712439,0.00616937428713,0.00674889748916,0.0652431994677
52,0.0773012981284,0.00609019850381,0.00671598315239,0.0644951164722
53,0.0764834513888,0.00611792514101,0.00654961215332,0.0638159140944
54,0.0757334952708,0.00610187868588,0.00631071161479,0.0633209049702
55,0.0749799718149,0.00613648975268,0.00589825771749,0.0629452243447
56,0.0742683723569,0.00617638938129,0.00564291886985,0.0624490641057
57,0.0733637091704,0.00609748382121,0.00551734445617,0.061748880893
58,0.072624776233,0.00605971338227,0.00538669154048,0.0611783713102
59,0.0718004954979,0.00608415389434,0.00517463730648,0.0605417042971
60,0.071080105193,0.00609333515167,0.00500808376819,0.0599786862731
61,0.0702634528745,0.006076498935,0.00483114738017,0.0593558065593
62,0.069602842629,0.00609302259982,0.00462533719838,0.0588844828308
63,0.0688393803313,0.00614185053855,0.00445802137256,0.0582395084202
64,0.0681669005658,0.00619571111165,0.00434529595077,0.0576258935034
65,0.0673951775767,0.00611770935357,0.00415135966614,0.057126108557
66,0.0666472134646,0.00610769125633,0.00410121772438,0.0564383044839
67,0.0660123161506,0.00627210992388,0.00401182286441,0.0557283833623
68,0.0653576184064,0.00629614354111,0.00365943065844,0.0554020442069
69,0.0645937553141,0.0062344818376,0.00354521791451,0.054814055562
70,0.0638886289671,0.00624226639047,0.00342593947425,0.0542204231024
71,0.0631912318524,0.00618512118235,0.00337364641018,0.0536324642599
72,0.0624405839946,0.00626221559942,0.00313136330806,0.0530470050871
73,0.0618718642741,0.00630103438161,0.0031191969756,0.0524516329169
74,0.0611363321077,0.0062363052275,0.00302375014871,0.0518762767315
75,0.0604813123588,0.00620675426908,0.00292255636305,0.0513520017266
76,0.0597984781954,0.00615696008317,0.00292268162593,0.0507188364863
77,0.0590652514249,0.00618081381544,0.0027924370952,0.0500920005143
78,0.0585627026856,0.00622122567147,0.0027929218486,0.0495485551655
79,0.057806066284,0.00615063337609,0.0025708663743,0.0490845665336
80,0.0571583893616,0.00607575196773,0.00268984236754,0.0483927950263
81,0.0566278431099,0.0061540920753,0.00268941139802,0.0477843396366
82,0.0558406812605,0.0060575671494,0.00252329534851,0.0472598187625
83,0.0550127532799,0.00589522933587,0.00238956115209,0.0467279627919
84,0.0546286341269,0.00598396919668,0.00253378530033,0.0461108796299
85,0.0537879624404,0.00587719995528,0.00235406449065,0.0455566979945
86,0.0532059703488,0.00585642354563,0.00230179051869,0.0450477562845
87,0.0524131724145,0.00572575754486,0.00232800655067,0.044359408319
88,0.0518515014555,0.0058257128112,0.00238352478482,0.0436422638595
89,0.0512820096221,0.00578307737596,0.00219467887655,0.0433042533696
90,0.050586359622,0.00563337821513,0.00235226028599,0.0426007211208
91,0.0499672184698,0.00574121070094,0.00232054130174,0.0419054664671
92,0.0494437940419,0.00563305160031,0.00241554016247,0.0413952022791
93,0.0488412547391,0.00564034557901,0.00238197576255,0.0408189333975
94,0.0481722303201,0.00562237268314,0.00229365169071,0.0402562059462
95,0.0474995555822,0.00553083298728,0.00233527342789,0.039633449167
96,0.0467777751619,0.00544143177103,0.00230442429893,0.0390319190919
97,0.0463358190376,0.00555855813436,0.00231430167332,0.0384629592299
98,0.045787027711,0.00561391226947,0.00230130762793,0.0378718078136
99,0.0450419951696,0.00549938068725,0.00224589835852,0.0372967161238
100,0.0444146422669,0.00544261978939,0.0023170770146,0.0366549454629
101,0.0438797240611,0.00545715675689,0.00235221302137,0.0360703542829
102,0.0432042218745,0.00550276204012,0.00216253683902,0.0355389229953
103,0.0427568783518,0.00543506890535,0.00241498998366,0.0349068194628
104,0.0419658079743,0.00540431863628,0.00231000431813,0.0342514850199
105,0.0413199480157,0.00543035250157,0.00233484036289,0.0335547551513
106,0.041153457528,0.00564046557993,0.00240866909735,0.0331043228507
107,0.0403924456332,0.00546333496459,0.00228636618704,0.0326427444816
108,0.0402645793743,0.00567358653061,0.00272306031547,0.0318679325283
109,0.0394617625047,0.00576968220994,0.00216850615107,0.0315235741436
110,0.0386537346058,0.00552280736156,0.00240897224285,0.0307219550014
111,0.0381115344819,0.00546040437184,0.00234468840063,0.0303064417094
112,0.0373000177089,0.00537518626079,0.00234497780912,0.029579853639
113,0.0370436341967,0.00551519994624,0.00210230285302,0.0294261313975
114,0.0364653909113,0.00540017834865,0.00230055861175,0.0287646539509
115,0.0358649822418,0.00559355220757,0.00216644490138,0.0281049851328
116,0.03496742188,0.00510467016138,0.0021340562962,0.0277286954224
117,0.0346790963318,0.00530888224021,0.00243653473444,0.0269336793572
118,0.0338181165513,0.0051880009938,0.00222129980102,0.0264088157564
119,0.0334849686362,0.00534033174627,0.0020744332578,0.0260702036321
120,0.0327496587299,0.00519582796842,0.00216591218486,0.0253879185766
121,0.0323376187123,0.00509083382785,0.00230339029804,0.0249433945864
122,0.0320837636944,0.00549285388552,0.00203935801983,0.024551551789
123,0.031187106017,0.00518328496255,0.00214468338527,0.0238591376692
124,0.0306589437183,0.00512253134511,0.00217193923891,0.0233644731343
125,0.0302736532874,0.00503823459148,0.00210745120421,0.0231279674917
126,0.0294265853008,0.00495735125151,0.0021208524704,0.0223483815789
127,0.0289205849171,0.0048008298967,0.00190418749116,0.0222155675292
128,0.0287897726055,0.00493025309406,0.00206661596894,0.0217929035425
129,0.0279502783902,0.00480732708238,0.00202027219348,0.0211226791143
130,0.027373155253,0.00470235596877,0.00191026122775,0.0207605380565
131,0.0277740437072,0.00544387996197,0.00210989336483,0.0202202703804
132,0.0272733322345,0.00563274347223,0.00198404979892,0.0196565389633
133,0.026405821275,0.00511737698689,0.00209621433169,0.0191922299564
134,0.0253210578114,0.00466642254032,0.00198088563047,0.0186737496406
135,0.0248385968618,0.00446019768715,0.00200019171461,0.01837820746
136,0.025706169568,0.0048220050754,0.00171679526102,0.0191673692316
137,0.0251765696565,0.00566748245619,0.00187759741675,0.0176314897835
138,0.0239472702844,0.00485397053417,0.00197106832638,0.0171222314239
139,0.0230273918947,0.00432930656243,0.00190331996419,0.0167947653681
140,0.0228002963122,0.00444444140885,0.00181596085895,0.0165398940444
141,0.0228214971721,0.00452837592456,0.00190314964857,0.016389971599
142,0.022755500162,0.00492642913014,0.00195649941452,0.0158725716174
143,0.0250233480241,0.00591510031372,0.00168579886667,0.0174224488437
144,0.0249006388476,0.00629334908444,0.00199090992101,0.0166163798422
145,0.022590726288,0.00575362194795,0.00159113586415,0.0152459684759
