wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
1,0.486967525166,0.994622246454,3.74845735861,0.000165240871517,0.000333941204849,9102.17378675,4432.4633765,0.0206146462732,-0.821673682401,0.463083835638,1.81692150637
