epoch,loss_total,loss_pde,loss_bc,loss_ic,loss_obj,loss_reg_h1
1,177.980279114,2.21336810626,0.361204917543,1.47445476353,1.73931222856,0.16010243576
2,72.3136110034,7.50528616905,1.26435470581,3.75831205845,0.597856262326,0.179035128653
3,46.9919054267,1.85533864796,0.534061771631,2.56293315887,0.420392787457,1.64823703766
4,35.3293649578,0.395419701934,0.45711145103,2.61826195717,0.318570533395,8.5391992569
5,24.0859678232,0.740292656422,0.426448905468,3.00040240288,0.199168467522,11.1180853844
6,15.8557334992,1.33686876297,0.230715467036,2.81497709751,0.114715823531,8.94020671844
7,11.6193382812,1.9561598897,0.166280071437,2.94178202152,0.0655331201851,10.1462124825
8,9.54058492834,1.90434595346,0.116316360235,2.93793857098,0.0457927070558,15.2582213402
9,7.86895555606,1.17198133469,0.0906018406153,2.88028416634,0.0372138738632,26.4346990585
10,6.64153504972,0.558935007453,0.0777242362499,2.80527424812,0.0319094177336,48.6975471497
11,5.9027546801,0.309810298681,0.0667247720063,2.71938261986,0.0279415195808,71.3331741333
12,5.37899821367,0.225066402555,0.0573157638311,2.64217443466,0.024393264018,84.9990768433
13,4.93924418557,0.155049216747,0.0510957103223,2.56773278713,0.0214964417741,88.4129562378
14,4.57482922566,0.113697230071,0.0477862630039,2.47578091621,0.0192082960159,94.1090286255
15,4.25364807188,0.0882328160107,0.0469540514052,2.3799725771,0.0172036288306,101.92855072
16,3.96623816467,0.0780580915511,0.047434451431,2.28317613602,0.0153806800023,109.664911652
17,3.70289216865,0.0764049500227,0.0493273038417,2.18371977806,0.0137279429473,116.100101471
18,3.46039844425,0.0787673272192,0.0532487355173,2.08229382038,0.0122435957193,122.191085815
19,3.23541745598,0.0835245504975,0.0590006381273,1.97716039419,0.010931586381,126.93862915
20,3.02508683805,0.0892152227461,0.0665707625449,1.8704220295,0.00975583689287,130.998165131
21,2.82705650956,0.0947336748242,0.0758564256132,1.76221083403,0.00870337095112,134.503497314
22,2.63845364482,0.0971947170794,0.086900613457,1.65242210627,0.00777520728298,137.298332214
23,2.45693668546,0.095069835335,0.0996581561863,1.54211770296,0.00695192660205,140.01360321
24,2.27876367443,0.0858986146748,0.114054787904,1.43099602461,0.0062251938507,142.243463135
25,2.10483273083,0.0717659644783,0.130149824917,1.31954575777,0.00557718016207,144.258361816
26,1.93712899678,0.0553637325764,0.147888530791,1.20851668119,0.00499444729649,145.732568359
27,1.77838361089,0.03984657377,0.167287629843,1.09872947931,0.00446563963778,145.961112976
28,1.63288328245,0.0285784052685,0.188188041747,0.991372054815,0.00398771953769,146.055938721
29,1.50195782083,0.0216252895072,0.21012224406,0.888496470451,0.00355845703743,145.467089844
30,1.38601901829,0.0183491257951,0.232473321259,0.791904073954,0.00317674190737,144.062324524
31,1.28420118639,0.016785285715,0.254149773717,0.703700554371,0.00284206194337,142.606263733
32,1.1954866958,0.0158917978406,0.273873353004,0.625350421667,0.00255272204522,141.141592407
33,1.11829123783,0.0151262097061,0.290477660298,0.557264131308,0.00230514928699,140.069708252
34,1.0505189148,0.0143343897536,0.303098970652,0.499080917239,0.00209303293377,138.905863953
35,0.990128692046,0.0134795438498,0.311193576455,0.449810993671,0.00191131854663,137.845173645
36,0.935146271158,0.0126982906833,0.314770722389,0.408016380668,0.00175398166757,136.439248657
37,0.884092046564,0.011930353567,0.313962715864,0.372347131371,0.00161863041576,134.898959351
38,0.835844447728,0.011159385182,0.309295424819,0.341453117132,0.00150165508967,133.674221802
39,0.78960108484,0.0104647386819,0.301331555843,0.314240887761,0.00139959753724,132.735883331
40,0.744871107473,0.00988504262641,0.290765401721,0.289821824431,0.00131023980211,131.446488953
41,0.701319456509,0.00930415159091,0.278265714645,0.267398506403,0.00123128220439,130.591757965
42,0.658902064616,0.00883136708289,0.264256435633,0.246619386971,0.00116152309347,129.577868652
43,0.617587837716,0.00839691702276,0.249393743277,0.227073074877,0.00109860136872,128.573527527
44,0.577473862614,0.00805161907338,0.233951933682,0.208534036577,0.00104229042772,127.692140961
45,0.538578575158,0.00768955168314,0.218311499059,0.190901990235,0.000991449155845,126.698979187
46,0.500974920666,0.00732399909757,0.20273065716,0.174091403186,0.000944866612554,125.63942337
47,0.46480328535,0.00694482061081,0.187377542257,0.158046120405,0.000902836961905,124.564822388
48,0.430357906101,0.00665070898831,0.172431305051,0.142863927782,0.000864208274288,123.665250397
49,0.397449409536,0.00619185795076,0.158042821288,0.128575153649,0.000828681403073,122.42978363
50,0.366525265583,0.00581542337313,0.144335129857,0.115121542662,0.000796254072338,121.621846008
51,0.337467507193,0.00545617411844,0.131398640573,0.102638892829,0.000765672780108,120.37771759
52,0.310492757876,0.00518415668048,0.11931758523,0.0911132648587,0.000737063371344,119.055609894
53,0.285573576346,0.00488814236596,0.108118220419,0.0805354632437,0.000710442167474,118.021574402
54,0.26270278288,0.00469809467904,0.0978147938848,0.070951731503,0.000685412704479,116.387178802
55,0.241899626527,0.00450023307931,0.0883994087577,0.0622790053487,0.000662080483744,115.352687836
56,0.222887281481,0.00426638312638,0.0798459351063,0.0545502014458,0.000640085927444,113.683872986
57,0.205723421323,0.00403737786692,0.0721388161182,0.0476703960449,0.000619625701802,111.986119843
58,0.190232129271,0.00368907984812,0.0652368448675,0.041600131616,0.00060042423429,110.57682724
59,0.176418155682,0.00343609391712,0.0591127526015,0.0362869713455,0.000581908551976,109.046320343
60,0.164131837746,0.0032119123498,0.0536975812167,0.0316636452451,0.000564322178252,107.55610733
61,0.153263593876,0.00305591020733,0.0489340361208,0.0276704901829,0.00054778548656,105.858554077
62,0.143634301889,0.00288272276521,0.0447663892061,0.0242250759155,0.000532121112337,104.303084564
63,0.135084408836,0.00268085843418,0.0411349393427,0.0212665375322,0.000517136917915,102.843128204
64,0.127538994979,0.00249683652073,0.0379794690758,0.0187633953989,0.00050291888183,101.263084412
65,0.120878208481,0.00228878639173,0.035247065872,0.0166367918253,0.000489319919143,99.9481430054
66,0.115012772851,0.00216390104033,0.0328891057521,0.0148516266607,0.000476226341561,98.3282218933
67,0.109870491563,0.0020112556289,0.0308527281508,0.0133454455063,0.000463922484778,97.1096763611
68,0.105329000307,0.00191940488294,0.029105919227,0.0120922991075,0.000452063794364,95.6261291504
69,0.101310558418,0.00178543034708,0.0276045132428,0.0110477423295,0.000440915048239,94.3685653687
70,0.0977670735751,0.00166969731217,0.0263222606853,0.0101848054677,0.000430186299491,93.1894058228
71,0.0946340582794,0.00158611777006,0.025225613825,0.00947283171117,0.000420025832136,91.9254402161
72,0.0918167367042,0.00145607879385,0.0242889206856,0.00888770958409,0.00041033422749,90.8215255737
73,0.0893207968627,0.00136308507062,0.0234917009249,0.00841110041365,0.000401060824515,89.6868507385
74,0.08710168276,0.00127689455403,0.0228111419827,0.00802320828661,0.00039226031804,88.6497703552
75,0.0851017478301,0.00120679555694,0.0222339635715,0.00771059654653,0.000383841781877,87.5352539063
76,0.0833132637355,0.00113028115593,0.0217393945903,0.00745715643279,0.000375873001758,86.5956794739
77,0.081707763121,0.00108081330545,0.021317766048,0.00725579741411,0.000368228953448,85.6473449707
78,0.0802172808104,0.000991821050411,0.0209558626637,0.00709284204058,0.000360959907994,84.8053695679
79,0.0788436417945,0.00093017721083,0.0206510473043,0.006965613598,0.000353911035927,83.8209114075
80,0.0775931147393,0.000858983956277,0.0203874524683,0.00686252303421,0.000347240941483,83.0019233704
81,0.0764343842954,0.000798406469403,0.0201606875286,0.0067800655961,0.000340830613277,82.1702331543
82,0.0753570872819,0.000738748954609,0.0199610829353,0.00671355794184,0.00033471257193,81.3845123291
83,0.0743470234376,0.000685257918667,0.0197874763981,0.00666120904498,0.000328812442604,80.5938354492
84,0.0734107888673,0.000652904686285,0.0196364974603,0.00661839302629,0.000323108659359,79.8081993103
85,0.0725189628227,0.000606065173633,0.0195001857355,0.00658062580042,0.000317659560824,79.0996620178
86,0.0716759937323,0.000574989028974,0.0193783773109,0.00654835840687,0.000312394555658,78.361214447
87,0.0708712506285,0.000547767497483,0.0192675789818,0.00651923930272,0.000307323652669,77.627281189
88,0.0700884379429,0.000507562141865,0.0191640870646,0.00649147201329,0.000302422000095,76.9458198547
89,0.0693453895202,0.000484141061315,0.0190658215433,0.00646372060291,0.000297709225561,76.2578910828
90,0.068623925165,0.000458855283796,0.0189720785245,0.00643584369682,0.000293140628492,75.5960212708
91,0.0679163596002,0.000441512989346,0.0188834143803,0.00640759374946,0.000288683455437,74.8785194397
92,0.0672260278464,0.000406516942894,0.0187931647524,0.00637635532767,0.000284413679037,74.277545166
93,0.0665617170231,0.000399148534052,0.0187072169036,0.00634420928545,0.000280227267649,73.6015693665
94,0.0659031737179,0.000377279458917,0.0186216702685,0.00630974052474,0.000276147457771,72.9904289246
