wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
100,0.000177827941004,0.0450426838693,0.201302508337,8.28143089234e-08,3.6037690886e-06,7.85078091987,0.00139969197534,0.0011638292547
