x,uT_target,uT_pinn
0,0,0.000445559620857
0.0317332595587,0.0317279323936,0.0305627807975
0.0634665191174,0.0634239241481,0.060731485486
0.095199778676,0.0950560420752,0.0909385830164
0.126933038235,0.126592457294,0.121168956161
0.158666297793,0.15800139308,0.151405140758
0.190399557352,0.189251244068,0.181626692414
0.222132816911,0.220310539007,0.211810335517
0.253866076469,0.251147985458,0.241929784417
0.285599350929,0.281732589006,0.271955728531
0.317332595587,0.312033444643,0.301857292652
0.349065840244,0.342020124197,0.331599831581
0.380799114704,0.371662467718,0.361147344112
0.412532389164,0.400930553675,0.390461802483
0.444265633821,0.42979490757,0.419503629208
0.475998878479,0.458226531744,0.448232412338
0.507732152939,0.486196756363,0.476606726646
0.539465427399,0.513677418232,0.504585146904
0.571198701859,0.540640830994,0.532125711441
0.602931916714,0.567059874535,0.559187829494
0.634665191174,0.592907965183,0.585730195045
0.666398465633,0.618158996105,0.611713528633
0.698131680489,0.642787575722,0.637098968029
0.729864954948,0.666768968105,0.661849856377
0.761598229408,0.690079033375,0.68593031168
0.793331503868,0.712694168091,0.709306716919
0.825064778328,0.734591722488,0.731947124004
0.856797993183,0.755749583244,0.753821015358
0.888531267643,0.7761464715,0.774901092052
0.920264542103,0.795761823654,0.795160531998
0.951997756958,0.814575910568,0.81457555294
0.983731031418,0.83256983757,0.833123981953
1.01546430588,0.849725425243,0.850785851479
1.04719758034,0.866025388241,0.867542505264
1.0789308548,0.88145339489,0.88337790966
1.11066412926,0.895993828773,0.898277044296
1.14239740372,0.909632027149,0.912226676941
1.17413055897,0.922354280949,0.925215303898
1.20586383343,0.934147834778,0.937232911587
1.23759710789,0.945000827312,0.948270380497
1.26933038235,0.954902231693,0.958319842815
1.30106365681,0.963842153549,0.967375099659
1.33279693127,0.971811592579,0.975430428982
1.36453020573,0.978802442551,0.982481062412
1.39626336098,0.984807729721,0.988523066044
1.42799663544,0.989821434021,0.993553936481
1.4597299099,0.993838429451,0.997570812702
1.49146318436,0.996854782104,1.00057244301
1.52319645882,0.998867332935,1.00255763531
1.55492973328,0.99987411499,1.00352609158
1.58666300774,0.99987411499,1.00347805023
1.6183962822,0.998867332935,1.00241422653
1.65012955666,0.996854782104,1.00033628941
1.68186283112,0.993838429451,0.997245848179
1.71359610558,0.989821434021,0.993146002293
1.74532938004,0.984807729721,0.988039553165
1.77706253529,0.978802442551,0.981930911541
1.80879580975,0.971811592579,0.974824368954
1.84052908421,0.963842153549,0.966725170612
1.87226235867,0.954902231693,0.9576395154
1.90399563313,0.945000767708,0.947574198246
1.93572890759,0.934147834778,0.936536967754
1.96746218204,0.922354280949,0.924536108971
1.9991953373,0.909631967545,0.911581218243
2.03092861176,0.895993769169,0.897682309151
2.06266188622,0.881453335285,0.882851064205
2.09439516068,0.866025388241,0.867099642754
2.12612843513,0.849725365639,0.850442111492
2.15786170959,0.832569777966,0.83289283514
2.18959498405,0.814575910568,0.814468204975
2.22132825851,0.79576176405,0.795186281204
2.25306153297,0.776146352291,0.775065660477
2.28479480743,0.755749464035,0.754127860069
2.31652784348,0.734591782093,0.732395291328
2.34826135635,0.712694048882,0.709892332554
2.3799943924,0.690079033375,0.68664586544
2.41172790527,0.666768848896,0.662684082985
2.44346094131,0.642787635326,0.638038039207
2.47519421577,0.618158996105,0.612739801407
2.50692749023,0.592907905579,0.586824536324
2.53866076469,0.56705981493,0.560328662395
2.57039403915,0.540640771389,0.533290445805
2.60212731361,0.513677358627,0.505750358105
2.63386058807,0.486196666956,0.477749407291
2.66559386253,0.458226442337,0.449330151081
2.69732713699,0.429794818163,0.420535862446
2.72906041145,0.400930434465,0.391410112381
2.76079368591,0.371662318707,0.361995995045
2.79252696037,0.342020004988,0.332336902618
2.82426023483,0.312033295631,0.302474439144
2.85599327087,0.281732618809,0.27244925499
2.88772678375,0.251147776842,0.242299035192
2.91945981979,0.220310553908,0.212061747909
2.95119309425,0.189251244068,0.18176998198
2.98292636871,0.158001378179,0.151454553008
3.01465964317,0.126592427492,0.121143430471
3.04639291763,0.0950560048223,0.0908616185188
3.07812619209,0.0634238645434,0.0606303662062
3.10985946655,0.031727861613,0.0304683595896
3.14159274101,-8.74227765735e-08,0.000391446053982
