epoch,loss_total,loss_pde,loss_bc,loss_ic,loss_obj
1,0.726404646668,0.00349752490874,0.00438727764413,0.0278899986297,0.00690629845485
2,0.230175150407,0.00129413915565,0.0181881617755,0.0178921613842,0.00192800688092
3,0.0699167638959,0.000652401795378,0.00405279360712,0.00495583610609,0.000602557323873
4,0.0284708922321,0.000324231534614,0.00125440675765,0.00017604061577,0.000267162133241
5,0.0361611735541,0.000344775861595,0.00298468698747,0.000588324910495,0.000322433857946
6,0.0270525610409,0.000264393560064,0.000765363802202,0.000258396205027,0.000257644074736
7,0.0245834577261,0.000234623298456,0.000784224132076,0.000139578900416,0.000234250313952
8,0.0244275082019,0.000225844758097,0.000604685512371,0.000153439410497,0.00023443538521
9,0.0236507938578,0.000204465283605,0.000688974512741,0.0001502843661,0.000226070696954
10,0.0234407329684,0.00018940622831,0.000791469588876,0.000152766457177,0.000223070906941
11,0.0232567628409,0.000183027499588,0.000802705413662,0.000147628059494,0.000221234018682
12,0.0230983540067,0.000179724677582,0.000785796379205,0.000144756617374,0.000219880763325
13,0.0229596570251,0.000177415317739,0.00078887649579,0.000140857431688,0.000218525077798
14,0.0228149267772,0.00017602537846,0.000797966669779,0.000136112881592,0.000217048218474
15,0.0226673006589,0.000175539452175,0.000802447320893,0.000130772255943,0.000215585416299
16,0.0225175660642,0.000175664729613,0.00080133281881,0.000125187172671,0.000214153813431
17,0.0223649848296,0.000176061406091,0.000796324340627,0.000119523829198,0.000212730752537
18,0.0222092317708,0.000176494650077,0.00079088419443,0.000113909743959,0.000211279431824
19,0.0220500660158,0.000176859773637,0.000786179385614,0.000108403786726,0.000209786230698
20,0.0218873143865,0.000177146005444,0.000782837974839,0.00010303039744,0.000208243000088
21,0.0217207693655,0.000177291063301,0.000780374044552,9.77897434495e-05,0.000206653145142
22,0.0215500778184,0.000177274520684,0.000778033339884,9.26871871343e-05,0.000205020827707
23,0.0213750373543,0.000177131393866,0.000776063650846,8.77177444636e-05,0.000203341245651
24,0.0211952220197,0.000176885609108,0.000774702581111,8.28880583867e-05,0.000201607457711
25,0.0210101770819,0.000176499717054,0.000774494023062,7.82075658208e-05,0.00019980975776
26,0.0208193692888,0.00017592660879,0.000774800777435,7.3689079727e-05,0.000197949528228
27,0.0206222529305,0.000175221372047,0.000775654916652,6.93371039233e-05,0.000196020395379
28,0.0204181352063,0.000174321718805,0.000777342938818,6.51659502182e-05,0.000194013045984
29,0.0202062573851,0.000173259298026,0.00077944813529,6.11861178186e-05,0.00019192363834
30,0.019985810449,0.000172009585367,0.000782574876212,5.74042715016e-05,0.000189738217159
31,0.0197558390166,0.000170580441772,0.000786089338362,5.38373278687e-05,0.000187453319086
32,0.0195153377732,0.000168934924295,0.000790694379248,5.04962590639e-05,0.000185052122106
33,0.0192631293314,0.000167106492154,0.000795412575826,4.73833824799e-05,0.000182532268809
34,0.0189980126022,0.000165078953432,0.000800974317826,4.45159057563e-05,0.000179874434252
35,0.0187186917632,0.000162858834665,0.000806447525974,4.18960880779e-05,0.000177074893145
