x,y,u_true,u_pred,abs_error
0,0,0,0.000509858131409,0.000509858131409
0.0101010100916,0,0.0634239315987,0.0635566115379,0.00013267993927
0.0202020201832,0,0.126592472196,0.126424014568,0.000168457627296
0.0303030312061,0,0.189251288772,0.188856899738,0.000394389033318
0.0404040403664,0,0.251148015261,0.250600814819,0.00054720044136
0.0505050495267,0,0.312033474445,0.311404168606,0.000629305839539
0.0606060624123,0,0.371662557125,0.371020227671,0.000642329454422
0.0707070678473,0,0.429794967175,0.429203242064,0.000591725111008
0.0808080807328,0,0.486196815968,0.485711753368,0.000485062599182
0.0909090936184,0,0.540640890598,0.540310621262,0.0003302693367
0.101010099053,0,0.592908024788,0.592769026756,0.000138998031616
0.111111111939,0,0.642787694931,0.642866075039,7.83801078796e-05
0.121212124825,0,0.690079092979,0.690387070179,0.000307977199554
0.13131313026,0,0.734591782093,0.735129773617,0.000537991523743
0.141414135695,0,0.776146531105,0.776902258396,0.000755727291107
0.151515156031,0,0.814576089382,0.815527737141,0.000951647758484
0.161616161466,0,0.849725544453,0.850840866566,0.00111532211304
0.171717166901,0,0.881453514099,0.882693767548,0.00124025344849
0.181818187237,0,0.909632146358,0.91095417738,0.00132203102112
0.191919192672,0,0.934147894382,0.935503542423,0.00135564804077
0.202020198107,0,0.954902350903,0.956243932247,0.0013415813446
0.212121218443,0,0.971811652184,0.973092019558,0.00128036737442
0.222222223878,0,0.984807908535,0.985982179642,0.00117427110672
0.232323229313,0,0.99383854866,0.994866549969,0.00102800130844
0.242424249649,0,0.998867452145,0.99971473217,0.000847280025482
0.252525240183,0,0.9998742342,1.00051343441,0.000639200210571
0.262626260519,0,0.996854901314,0.99726575613,0.000410854816437
0.272727280855,0,0.98982155323,0.989992976189,0.000171422958374
0.282828271389,0,0.97880256176,0.978731870651,7.06911087036e-05
0.292929291725,0,0.963842213154,0.963535368443,0.000306844711304
0.303030312061,0,0.945000886917,0.944473624229,0.000527262687683
0.313131302595,0,0.922354400158,0.92162925005,0.000725150108337
0.323232322931,0,0.895993888378,0.895102381706,0.000891506671906
0.333333343267,0,0.86602550745,0.865004181862,0.00102132558823
0.343434333801,0,0.83256983757,0.831462204456,0.00110763311386
0.353535354137,0,0.795761823654,0.79461401701,0.00114780664444
0.363636374474,0,0.755749583244,0.754610657692,0.00113892555237
0.373737365007,0,0.7126942873,0.711614131927,0.00108015537262
0.383838385344,0,0.666769087315,0.665796935558,0.000972151756287
0.39393940568,0,0.618158876896,0.617341339588,0.000817537307739
0.404040396214,0,0.567059874535,0.56643819809,0.000621676445007
0.41414141655,0,0.513677418232,0.513287782669,0.000389635562897
0.424242436886,0,0.458226501942,0.458096951246,0.000129550695419
0.43434342742,0,0.40093049407,0.401079654694,0.00014916062355
0.444444447756,0,0.34202003479,0.342456668615,0.000436633825302
0.454545468092,0,0.281732410192,0.282453000546,0.000720590353012
0.464646458626,0,0.220310583711,0.221299886703,0.000989302992821
0.474747478962,0,0.15800139308,0.159232378006,0.00123098492622
0.484848499298,0,0.0950557813048,0.0964888334274,0.00143305212259
