x,t,u_pinn,u_rollout,abs_error
0,0,-0.304195702076,1.01347528222,1.3176709843
1.5625,0,-0.292787909508,0.573988034062,0.86677594357
3.125,0,-0.280627906322,-0.357511136716,0.0768832303931
4.6875,0,-0.267694294453,-0.946383563998,0.678689269546
6.25,0,-0.253973692656,-0.66009728969,0.406123597034
7.8125,0,-0.239463582635,0.259313854645,0.49877743728
9.375,0,-0.224174112082,1.01158409013,1.23575820221
10.9375,0,-0.208129808307,0.951147322874,1.15927713118
12.5,0,-0.191372141242,0.16307123193,0.354443373172
14.0625,0,-0.173958852887,-0.609865416401,0.435906563514
15.625,0,-0.155964523554,-0.624216986423,0.468252462869
17.1875,0,-0.137478336692,0.206488318225,0.343966654917
18.75,0,-0.118602216244,1.23664890999,1.35525112624
20.3125,0,-0.0994455963373,1.65985744454,1.75930304088
21.875,0,-0.080121524632,1.21480070053,1.29492222516
23.4375,0,-0.0607407614589,0.397512564941,0.458253326399
25,0,-0.0414064638317,0,0.0414064638317
26.5625,0,-0.0222091600299,0.397512564941,0.419721724971
28.125,0,-0.00322408461943,1.21480070053,1.21802478514
29.6875,0,0.0154909286648,1.65985744454,1.64436651588
31.25,0,0.0338953472674,1.23664890999,1.20275356273
32.8125,0,0.0519645027816,0.206488318225,0.154523815444
34.375,0,0.0696852505207,-0.624216986423,0.693902236944
35.9375,0,0.087053515017,-0.609865416401,0.696918931418
37.5,0,0.104068875313,0.16307123193,0.0590023566172
39.0625,0,0.120731055737,0.951147322874,0.830416267137
40.625,0,0.137037202716,1.01158409013,0.874546887416
42.1875,0,0.152979761362,0.259313854645,0.106334093283
43.75,0,0.168545678258,-0.66009728969,0.828642967947
45.3125,0,0.183717370033,-0.946383563998,1.13010093403
46.875,0,0.198473215103,-0.357511136716,0.555984351819
48.4375,0,0.21278975904,0.573988034062,0.361198275022
0,0.01,-0.304315716028,1.01765229213,1.32196800815
1.5625,0.01,-0.29290536046,0.580033307575,0.872938668036
3.125,0.01,-0.280742436647,-0.358723181487,0.0779807448397
4.6875,0.01,-0.267804980278,-0.948114615968,0.68030963569
6.25,0.01,-0.254079461098,-0.657152586527,0.403073125429
7.8125,0.01,-0.23956348002,0.259754181855,0.499317661874
9.375,0.01,-0.22426687181,1.01272364961,1.23699052142
10.9375,0.01,-0.2082144171,0.957682211905,1.165896629
12.5,0.01,-0.191447347403,0.165437181209,0.356884528612
14.0625,0.01,-0.174023330212,-0.612419692041,0.438396361829
15.625,0.01,-0.156017005444,-0.623391330357,0.467374324914
17.1875,0.01,-0.137517809868,0.205677418447,0.343195228315
18.75,0.01,-0.118627466261,1.23275896721,1.35138643347
20.3125,0.01,-0.0994556993246,1.66351449507,1.7629701944
21.875,0.01,-0.0801160931587,1.2226515034,1.30276759656
23.4375,0.01,-0.0607190653682,0.399037445448,0.459756510816
25,0.01,-0.0413679853082,-0.00151030125216,0.039857684056
26.5625,0.01,-0.0221539102495,0.395002154505,0.417156064755
28.125,0.01,-0.00315203028731,1.21019031017,1.21334234046
29.6875,0.01,0.0155799034983,1.6618789531,1.6462990496
31.25,0.01,0.0340010561049,1.24478851292,1.21078745682
32.8125,0.01,0.0520866811275,0.207088527748,0.155001846621
34.375,0.01,0.0698238611221,-0.628832008277,0.698655869399
35.9375,0.01,0.0872079655528,-0.610726778417,0.69793474397
37.5,0.01,0.104238934815,0.161209986375,0.05697105156
39.0625,0.01,0.120916061103,0.948988006766,0.828071945663
40.625,0.01,0.137236401439,1.01515262642,0.877916224977
42.1875,0.01,0.153192296624,0.260008604406,0.106816307782
43.75,0.01,0.168770492077,-0.666356497269,0.835126989346
45.3125,0.01,0.183953031898,-0.949367295222,1.13332032712
46.875,0.01,0.198718547821,-0.358289707337,0.557008255158
48.4375,0.01,0.213043376803,0.570279462817,0.357236086013
0,0.02,-0.30443572998,1.02174495523,1.32618068521
1.5625,0.02,-0.293022960424,0.586139123827,0.879162084251
3.125,0.02,-0.280856817961,-0.359955813465,0.0790989955043
4.6875,0.02,-0.267915189266,-0.949802040914,0.681886851647
6.25,0.02,-0.254185020924,-0.654255135014,0.400070114091
7.8125,0.02,-0.23966306448,0.260212782083,0.499875846563
9.375,0.02,-0.224359452724,1.0138447666,1.23820421932
10.9375,0.02,-0.208298772573,0.964208332624,1.1725071052
12.5,0.02,-0.191522315145,0.16782537101,0.359347686154
14.0625,0.02,-0.17408759892,-0.614953595599,0.440865996679
15.625,0.02,-0.156069412827,-0.622583757866,0.466514345038
17.1875,0.02,-0.137556925416,0.204861980714,0.34241890613
18.75,0.02,-0.118652500212,1.22889125322,1.34754375343
20.3125,0.02,-0.0994658395648,1.6670672024,1.76653304196
21.875,0.02,-0.0801103562117,1.23054883268,1.31065918889
23.4375,0.02,-0.0606971569359,0.400618600999,0.461315757935
25,0.02,-0.0413294918835,-0.00302951046156,0.038299981422
26.5625,0.02,-0.0220985095948,0.392472624355,0.41457113395
28.125,0.02,-0.00307972705923,1.20560061318,1.20868034024
29.6875,0.02,0.0156690403819,1.66380938137,1.64814034098
31.25,0.02,0.0341070331633,1.25295831946,1.2188512863
32.8125,0.02,0.0522091537714,0.207722340161,0.155513186389
34.375,0.02,0.0699626281857,-0.633446389294,0.70340901748
35.9375,0.02,0.0873629078269,-0.611610859563,0.69897376739
37.5,0.02,0.104409247637,0.159356612883,0.0549473652464
39.0625,0.02,0.121101438999,0.946838745977,0.825737306977
40.625,0.02,0.137436076999,1.01869021527,0.881254138273
42.1875,0.02,0.15340512991,0.260711089621,0.107305959712
43.75,0.02,0.168995410204,-0.672633901354,0.841629311558
45.3125,0.02,0.184188976884,-0.952323713818,1.1365126907
46.875,0.02,0.198964074254,-0.359116404306,0.55808047856
48.4375,0.02,0.213297128677,0.566635642089,0.353338513412
0,0.03,-0.304555356503,1.02575823592,1.33031359243
1.5625,0.03,-0.293140143156,0.592299931905,0.885440075061
3.125,0.03,-0.280970841646,-0.361203644198,0.0802328025515
4.6875,0.03,-0.268025368452,-0.951450123096,0.683424754644
6.25,0.03,-0.254290252924,-0.651401837645,0.397111584721
7.8125,0.03,-0.23976239562,0.26068744075,0.50044983637
