x,t,f
6.25,0.18,0.167051181197
7.8125,0.18,0.162146568298
9.375,0.18,0.156544104218
10.9375,0.18,0.150195613503
12.5,0.18,0.14305126667
14.0625,0.18,0.135062173009
15.625,0.18,0.126180365682
17.1875,0.18,0.116364628077
18.75,0.18,0.105580694973
20.3125,0.18,0.0938066989183
21.875,0.18,0.0810365006328
23.4375,0.18,0.0672824829817
25,0.18,0.052579768002
26.5625,0.18,0.03698598966
28.125,0.18,0.0205829739571
29.6875,0.18,0.00347511237487
31.25,0.18,-0.0142145864666
32.8125,0.18,-0.0323485955596
34.375,0.18,-0.0507822148502
35.9375,0.18,-0.0693682581186
37.5,0.18,-0.0879649445415
39.0625,0.18,-0.106441415846
40.625,0.18,-0.124680571258
42.1875,0.18,-0.142583936453
43.75,0.18,-0.160071104765
45.3125,0.18,-0.177080720663
46.875,0.18,-0.193568140268
48.4375,0.18,-0.209503814578
0,0.19,0.180576175451
1.5625,0.19,0.178025364876
3.125,0.19,0.174941465259
4.6875,0.19,0.171287596226
6.25,0.19,0.167024493217
7.8125,0.19,0.162108957767
9.375,0.19,0.156494751573
10.9375,0.19,0.150133743882
12.5,0.19,0.142976611853
14.0625,0.19,0.1349735111
15.625,0.19,0.126077711582
17.1875,0.19,0.11624674499
18.75,0.19,0.10544719547
20.3125,0.19,0.0936570689082
21.875,0.19,0.0808706060052
23.4375,0.19,0.067100264132
25,0.19,0.0523812808096
26.5625,0.19,0.0367720648646
28.125,0.19,0.0203548371792
29.6875,0.19,0.00323414057493
31.25,0.19,-0.014466593042
32.8125,0.19,-0.0326096750796
34.375,0.19,-0.0510494038463
35.9375,0.19,-0.0696391537786
37.5,0.19,-0.0882365778089
39.0625,0.19,-0.106710769236
40.625,0.19,-0.124945051968
42.1875,0.19,-0.142840981483
43.75,0.19,-0.160318285227
45.3125,0.19,-0.177315965295
46.875,0.19,-0.193789452314
48.4375,0.19,-0.209709748626
0,0.2,0.180588498712
1.5625,0.2,0.178028583527
3.125,0.2,0.174935281277
4.6875,0.2,0.171271517873
6.25,0.2,0.166997894645
7.8125,0.2,0.162071123719
9.375,0.2,0.156445354223
10.9375,0.2,0.150072082877
12.5,0.2,0.142901942134
14.0625,0.2,0.134885475039
