wJ,alpha,loss_fbi,loss_j,loss_reg,objective_rollout,tikhonov_rollout
0.001,0.486967525166,0.000102533797508,0.0314997736365,4.53168340755e-06,0.0315764327461,0.0315799294776
0.01,2.73841963426e-06,0.000111429879871,0.0378719583154,0.214914633334,0.0380041740889,0.0380048185929
0.1,0.0237137370566,0.000173422213265,0.0220028879121,0.0100005189888,0.0225231199328,0.0227574244978
1,0.0649381631576,0.000823248179222,0.0163204727694,0.030353426002,0.0180355783482,0.0200648455799
10,0.0086596432336,0.00732941071255,0.00646884795278,1.63517320156,0.00792230896441,0.0849869967039
100,0.0649381631576,0.1114349582,0.00441818414256,0.799830520153,0.009669285769,1.01479082438
1000,0.0649381631576,0.492985509801,0.00265251742676,2.03545465469,0.00699765118272,32.2181097289
