epoch,loss_total,loss_pde,loss_bc,loss_ic,loss_obj,loss_reg_h1
1,5.85215171665,1.12779381759,0.176980720181,0.17961849689,0.436775751412,0.155737038143
2,2.40918190512,0.662162402272,0.152519078553,0.110661285743,0.1483838588,0.0734176835045
3,1.56723817561,0.0569713629782,0.105005071312,0.0243890775368,0.138086944073,0.429800893366
4,1.07444754723,0.0739183165133,0.160593754053,0.0421359676868,0.0797788105905,1.52062371969
5,0.836566146224,0.114768937975,0.119738668948,0.0269525697455,0.0575094688684,1.50432839394
6,0.689164011036,0.163899247348,0.0954591415823,0.029249644652,0.0400549262762,0.895418459177
7,0.592918139273,0.19637901932,0.084729462862,0.0314785256982,0.0280322317034,1.17541363239
8,0.501339731319,0.173444369435,0.0810106821358,0.0343277387321,0.0212543597445,1.77939370871
9,0.392080643822,0.10431329608,0.0730055622756,0.0354172926396,0.0179324474186,2.66952877045
10,0.294836807082,0.0492568705231,0.0655191265047,0.0386424794793,0.0141385491937,4.37910265923
11,0.227651494359,0.0303921662271,0.0563605774194,0.0432250950485,0.00976225528866,6.81466488838
12,0.18736774137,0.0254241432995,0.0469210006297,0.0453795228153,0.00695765702985,8.86849451065
13,0.163589842944,0.0197488984093,0.0411479622126,0.0437790501863,0.00588368438184,10.2798923492
14,0.145792592358,0.0144118797965,0.0373538006097,0.0387044358999,0.0055240909569,10.8770653725
15,0.129978825558,0.0103256868199,0.0343932006508,0.0327386055142,0.00524396109395,10.8977550507
16,0.115769788462,0.00768780619837,0.0313434367999,0.0270610921085,0.00495966426097,10.7762861252
17,0.102837252016,0.0059101965744,0.0278200320899,0.0224191721529,0.00466074612923,10.7201663017
18,0.0908716958816,0.00440890493337,0.0239971676841,0.0188398627564,0.00435454067774,10.7153421402
19,0.0799983179244,0.00326193512883,0.0203053107485,0.0157803528942,0.0040570477955,10.7003356934
20,0.0701655540688,0.00242311409675,0.0170133829117,0.0131041519344,0.00375450649299,10.6468612671
21,0.0613470658522,0.00187192262383,0.0141461591236,0.0107650309801,0.00344847042579,10.5680062294
22,0.0535238764078,0.00154394182609,0.011633058358,0.00879906592891,0.00314690598752,10.5015372276
23,0.0466396022976,0.00135626601987,0.00942630870268,0.00719539215788,0.00285833119415,10.4446033478
24,0.0406123459409,0.00122605694924,0.00754317333922,0.00586696877144,0.00258980707731,10.4116163254
25,0.035406333434,0.00114430651302,0.00602153427899,0.00476320935413,0.00233993085567,10.3980975151
26,0.0309847468963,0.00111642868724,0.00482807778753,0.00382812181488,0.00211342102848,10.3892416954
27,0.0272525329817,0.00110009289347,0.00392041308805,0.00305902857799,0.00190949448152,10.4086157799
28,0.0241298599349,0.00107030937215,0.00325844371691,0.00242316348013,0.00172997459304,10.4277956009
29,0.0215506495973,0.00104471303639,0.00280842811335,0.00191446123645,0.00157045250526,10.4710981369
30,0.0194372162579,0.0010115974932,0.00252146939747,0.00152156568365,0.00143038085662,10.5048307419
31,0.0177091987248,0.000981502624927,0.00237412466668,0.0012087765499,0.00130656521069,10.5538588524
32,0.0162999930143,0.000938448187662,0.00232099744026,0.000975840672618,0.00119852360804,10.5975792885
33,0.0151555190681,0.000898968469119,0.00233323813882,0.000800364732277,0.00110431985231,10.6347273827
34,0.0142129879017,0.000847267638892,0.00239182019141,0.000668405700708,0.0010225243168,10.7016698837
35,0.0134182768093,0.000781832623761,0.00247480205726,0.000568940199446,0.000951214006636,10.7430970192
36,0.0127567441269,0.000722746696556,0.00256983593572,0.000494293370866,0.000888908456545,10.7726606369
37,0.0121999831908,0.000671249959851,0.00266534225084,0.000438816082897,0.000834356719861,10.8025502205
38,0.0117295470838,0.000634782941779,0.00275393829215,0.000396034633741,0.00078634210513,10.8508858681
39,0.0113104116447,0.000592883507488,0.00283398837782,0.000362741973368,0.000743924814742,10.874819088
40,0.0109318659199,0.000551179196918,0.00290175946429,0.000336901977425,0.000706028280547,10.9005343437
41,0.0105985700357,0.000521211253363,0.00295205472503,0.000316739050322,0.00067267070408,10.9159352303
42,0.0102890217944,0.000492263273918,0.0029912345577,0.000299803644884,0.000642375007737,10.9309072495
43,0.0099983757319,0.000462275985046,0.00301903453656,0.000284926767927,0.000615009770263,10.9403084755
44,0.009734964135,0.000444830261404,0.00303472212981,0.000272469286574,0.000590087444289,10.9439455986
45,0.0094915574082,0.000433850343688,0.00303023380693,0.000262077219668,0.000568320066668,10.9609289169
46,0.00923356535062,0.000400346884271,0.00303213496227,0.000251994386781,0.00054669022793,10.9597909927
47,0.00900258758675,0.000384503195528,0.00301802512258,0.000242910931411,0.000527500995668,10.9533290863
48,0.00878153406574,0.000370109919459,0.00299119148403,0.000234794351854,0.000510323548224,10.9619233131
49,0.00856030184458,0.000350486149546,0.00297117910814,0.000226397033839,0.000493004653254,10.9606154442
50,0.00834953566279,0.000335162002011,0.00293976389803,0.0002189592371,0.000477352214511,10.9519955635
51,0.00814998701704,0.000324761625961,0.00290536491666,0.000212283758447,0.000462547663483,10.9482217789
52,0.00795762155295,0.000316510934499,0.00287013377529,0.000205160010955,0.000448378222063,10.939491272
53,0.00776429996237,0.000302485929569,0.00283049237914,0.000198763834487,0.00043505646172,10.9339692116
54,0.00757106146825,0.000282696259092,0.00278982101008,0.000192162752501,0.000422438347596,10.9346051216
55,0.00739113349965,0.000272477371618,0.00275210211985,0.000186171941459,0.000409845871036,10.9246551514
56,0.00721273257582,0.000259528208699,0.00270570695866,0.000181096133019,0.000398449139902,10.9228575706
57,0.00704241089859,0.000250222638715,0.0026658794377,0.00017430541775,0.000387020391645,10.9081370354
58,0.00687417809082,0.000237557622313,0.00262397592887,0.000169444923813,0.000376140425215,10.9075870514
59,0.00671180284616,0.000229884260625,0.00258247875609,0.000164090799808,0.000365362025332,10.8987074852
60,0.00654936128125,0.000216163191362,0.00253394807223,0.000159574009012,0.00035579331452,10.9005860329
61,0.00639586911201,0.000208957314317,0.00249708576594,0.000154054186714,0.000345411710441,10.8888346672
62,0.00624596194926,0.000201098514663,0.00245576123707,0.000149484700523,0.000335805336363,10.8767519951
63,0.00610172097249,0.000194688556076,0.00240989294834,0.000145227312169,0.00032703357283,10.8783914566
64,0.00596104747586,0.000189688065439,0.00237093793694,0.000140186784847,0.000317871800507,10.8704244614
65,0.00582566855101,0.000184978812467,0.0023292505648,0.000136236099934,0.000309375132201,10.8617656708
66,0.00568190058184,0.00017091222835,0.00229000493418,0.000132339009724,0.000300723459804,10.8561728477
67,0.00554748693086,0.000160964444513,0.00224927782547,0.000128259119811,0.00029275858833,10.854818821
68,0.00542242726037,0.000158227769134,0.00221136759501,0.000124150882766,0.000284735579044,10.8448927879
69,0.00529477300069,0.00014878660877,0.00217102589086,0.000121159002447,0.000277250393992,10.8412036896
70,0.00517368468059,0.00014677648287,0.00213456600904,0.00011698707458,0.000269411000772,10.8342090607
71,0.00505073017213,0.000137024291325,0.00209825965576,0.00011366177423,0.000262065420975,10.8188915253
72,0.00493459929327,0.000132649073203,0.00205724323168,0.000110639564809,0.000255292808288,10.8201049805
73,0.00481701888703,0.000124755772413,0.00202030425426,0.000107191282586,0.000248367458698,10.8139241219
74,0.00470454344953,0.000118420938088,0.00198551213834,0.000104048285721,0.000241553650994,10.8049344063
75,0.00459608722311,0.00011439862792,0.00194879670162,0.000101657462801,0.000235025471193,10.7988190651
76,0.00448787736829,0.000107650476275,0.00191327490611,9.85238417343e-05,0.000228749723465,10.7923102379
77,0.00438524825758,0.000103866246354,0.00188079146901,9.57540229138e-05,0.000222398994083,10.7810645103
78,0.00428500883462,9.91640561551e-05,0.00184317132225,9.33008137508e-05,0.000216853263555,10.780188179
79,0.00418413214062,9.35448078963e-05,0.00181070718681,9.07082430786e-05,0.000210842468368,10.7678147316
80,0.00409363197086,9.36079624807e-05,0.00177673952421,8.84898850927e-05,0.000205413001822,10.7567947388
81,0.00399913686923,8.90970157343e-05,0.0017431320739,8.61856045958e-05,0.000200008186221,10.7535585403
82,0.00390425303946,8.20880151878e-05,0.00171024854062,8.40176486236e-05,0.000194729802024,10.7482913971
83,0.0038148268134,7.91682570707e-05,0.00167844175594,8.21300498501e-05,0.000189461244736,10.7314208031
84,0.00372944382761,7.72343271819e-05,0.00164571208879,7.98403030785e-05,0.000184623600217,10.7243268967
85,0.00364558605021,7.48928068788e-05,0.00161497083027,7.80863803811e-05,0.000179730281525,10.7126067162
86,0.00356394015475,7.17225186236e-05,0.00158541613491,7.63042793551e-05,0.000175023973861,10.7025074005
87,0.00348566996369,7.12162800482e-05,0.00155185784679,7.46753277781e-05,0.000170773189166,10.6933239937
88,0.0034094351198,6.99370415532e-05,0.00152452196926,7.28748374968e-05,0.000166200844978,10.6805494308
89,0.00333180759081,6.64390670863e-05,0.00149217923172,7.16843060218e-05,0.000162149949756,10.6689033508
90,0.00326077052147,6.73287864629e-05,0.00146628709044,6.97783383657e-05,0.000157744967146,10.6583880424
91,0.00318667348228,6.32588697044e-05,0.00143376194173,6.88997002726e-05,0.000154093369201,10.6440718651
92,0.00311448092646,5.94685418037e-05,0.00140900111292,6.71811227221e-05,0.000149910032633,10.6321427345
93,0.00304542167084,5.708735589e-05,0.00137775463518,6.63272869133e-05,0.000146462632983,10.61830616
94,0.00297969888357,5.61083696084e-05,0.00135231581517,6.48881890811e-05,0.000142685779429,10.6053246498
95,0.00291685485202,5.6073864107e-05,0.00132476701401,6.40210702841e-05,0.00013925920357,10.5882759094
96,0.00285478425143,5.59518884984e-05,0.00129983172519,6.28003603197e-05,0.000135693070479,10.5707674026
97,0.00279403871414,5.48751071619e-05,0.00127152926289,6.19784914306e-05,0.000132647102873,10.5594659805
98,0.00273197135088,5.16889151186e-05,0.00124552880879,6.10876861174e-05,0.000129459780874,10.5439048767
99,0.00267769349879,5.42011392099e-05,0.00122121491004,6.02217016421e-05,0.000126315251691,10.521914959
100,0.00262532111823,5.59214891837e-05,0.00119614365976,5.94183224166e-05,0.000123502506176,10.509827137
101,0.00256874524988,5.42094872799e-05,0.00117108238628,5.87019094382e-05,0.000120608793077,10.4899511337
102,0.00251210547504,5.02431295899e-05,0.00114787886851,5.80438489123e-05,0.000117743273586,10.4690623283
103,0.00245979983181,4.83405317937e-05,0.00112392123556,5.73784011067e-05,0.00011517744133,10.4528410912
104,0.00241029626874,4.9001982552e-05,0.00110159582691,5.6846400912e-05,0.000112461564277,10.4329936981
105,0.0023595262848,4.66987363325e-05,0.00107698825886,5.62848563277e-05,0.000110144704377,10.4157877922
106,0.00231087755972,4.6039512381e-05,0.00105568019208,5.57820530958e-05,0.000107545220817,10.3912782669
107,0.0022663057909,4.66383087769e-05,0.00103412544122,5.52646008146e-05,0.0001052496591,10.3722429276
108,0.00222321174678,4.86186068883e-05,0.00101143465145,5.49096053874e-05,0.000103063787537,10.3495942116
109,0.00217825734161,4.75292647025e-05,0.000991204753518,5.44845112017e-05,0.000100756547181,10.331235981
110,0.00213320159969,4.50147290394e-05,0.00097025425639,5.40950553841e-05,9.86557213764e-05,10.305499649
111,0.00208985793726,4.27483068052e-05,0.000949591165408,5.37469473784e-05,9.66645297012e-05,10.2849468231
112,0.00204921659584,4.22685585363e-05,0.000930168962805,5.34937571501e-05,9.46322033997e-05,10.2632187843
113,0.00201508006402,4.80202732433e-05,0.000910666334676,5.31532317837e-05,9.26477237954e-05,10.2365087509
114,0.00198486073,5.56674742256e-05,0.000890730298124,5.29358261701e-05,9.08985341084e-05,10.207011795
115,0.00193614881509,4.48927497928e-05,0.000871983350953,5.27028096258e-05,8.90124894795e-05,10.1941059113
116,0.00189510356335,4.03426085541e-05,0.000853996898513,5.24098661117e-05,8.72158816492e-05,10.1608163834
117,0.00186943835983,4.91658389365e-05,0.000835724460194,5.22653132066e-05,8.56196260429e-05,10.1462961197
118,0.00184744977294,6.16826499027e-05,0.00081867207191,5.19586126757e-05,8.39363819978e-05,10.1044410706
119,0.00180265493243,5.06791933731e-05,0.000800723134307,5.18847340572e-05,8.23658512672e-05,10.0960051537
120,0.00176257168573,4.40916257503e-05,0.000783238949953,5.16524458362e-05,8.08121796581e-05,10.0636685371
121,0.00172682155606,3.9587343781e-05,0.000767788937083,5.1484674259e-05,7.92724960775e-05,10.0328338623
122,0.00169047920029,3.57027311111e-05,0.000750793097541,5.13694300025e-05,7.7754961967e-05,10.0099882126
123,0.00166003190494,3.57795790478e-05,0.000735094118863,5.11640835612e-05,7.63147079851e-05,9.9810136795
124,0.00162898483688,3.42937171808e-05,0.000719320954522,5.10410671268e-05,7.49651240767e-05,9.9584523201
125,0.0016040089061,3.82953094231e-05,0.000704225350637,5.08704932145e-05,7.36177906219e-05,9.92671308517
126,0.00157410247867,3.63475706763e-05,0.000689254596364,5.07851542352e-05,7.23421944713e-05,9.90715913773
