x,u0_true,u0_pred,abs_error
0,0,-1.82953481271e-05,1.82953481271e-05
0.0250000003725,0.00222268840298,2.85732276097e-05,0.00219411519356
0.0500000007451,0.00445019174367,7.40846298868e-05,0.00437610689551
0.0750000029802,0.00668735057116,0.000118216747069,0.00656913360581
0.10000000149,0.00893906038254,0.000160965850228,0.00877809431404
0.125,0.0112103065476,0.00020234171825,0.0110079646111
0.15000000596,0.0135061703622,0.000242334106588,0.013263836503
0.17499999702,0.0158318765461,0.000280951644527,0.0155509244651
0.20000000298,0.0181928090751,0.000318180565955,0.0178746283054
0.225000008941,0.0205945242196,0.000354034156771,0.0202404893935
0.25,0.0230427701026,0.000388506363379,0.0226542633027
0.27500000596,0.0255435165018,0.000421603006544,0.0251219142228
0.300000011921,0.0281029231846,0.000453320826637,0.0276496019214
0.325000017881,0.0307273473591,0.000483663316118,0.0302436836064
0.34999999404,0.0334233120084,0.000512632308528,0.0329106785357
0.375,0.0361974239349,0.000540243694559,0.0356571786106
0.40000000596,0.0390563011169,0.000566482078284,0.038489818573
0.425000011921,0.0420063734055,0.000591358169913,0.0414150133729
0.450000017881,0.0450536683202,0.000614883145317,0.0444387868047
0.47499999404,0.0482034087181,0.000637060031295,0.0475663468242
0.5,0.0514595098794,0.000657893251628,0.0508016161621
0.525000035763,0.0548237636685,0.000677388161421,0.0541463755071
0.550000011921,0.0582946948707,0.000695549417287,0.0575991459191
0.574999988079,0.0618659928441,0.000712396809831,0.0611535944045
0.600000023842,0.0655241459608,0.000727925216779,0.0647962242365
0.625,0.0692451298237,0.000742153963074,0.0685029774904
0.650000035763,0.0729898139834,0.000755079672672,0.0722347348928
0.675000011921,0.0766974389553,0.000766723882407,0.0759307146072
0.699999988079,0.0802766382694,0.000777091248892,0.0794995501637
0.725000023842,0.0835935473442,0.000786193530075,0.082807354629
0.75,0.0864560380578,0.000794047256932,0.0856619924307
0.775000035763,0.0885950997472,0.000800660462119,0.0877944380045
0.800000011921,0.0896444395185,0.00080604176037,0.0888383984566
0.824999988079,0.0891245380044,0.000810211175121,0.0883143246174
0.850000023842,0.0864423215389,0.000813181744888,0.0856291428208
0.875,0.0809268727899,0.000814966275357,0.0801119059324
0.900000035763,0.0719275996089,0.000815583276562,0.0711120143533
0.925000011921,0.0589953847229,0.000815049512312,0.0581803359091
0.949999988079,0.0421292036772,0.000813371036202,0.041315831244
0.975000023842,0.0219999756664,0.000810573343188,0.0211894027889
1,-2.48553533311e-08,0.000806675292552,0.000806700147223
1.02499997616,-0.0220000240952,0.00080168840941,0.0228017121553
1.05000007153,-0.0421292968094,0.000795636791736,0.0429249331355
1.07500004768,-0.0589954666793,0.000788535457104,0.0597840026021
1.10000002384,-0.0719276741147,0.00078040943481,0.0727080851793
1.125,-0.0809268727899,0.000771270366386,0.0816981419921
1.14999997616,-0.0864423513412,0.000761145958677,0.0872034952044
1.17500007153,-0.0891245529056,0.000750057632104,0.0898746103048
1.20000004768,-0.089644446969,0.000738024478778,0.0903824716806
1.22500002384,-0.0885950997472,0.000725065125152,0.0893201678991
1.25,-0.0864560306072,0.000711210072041,0.0871672406793
1.27499997616,-0.0835935249925,0.000696480507031,0.0842900052667
