x,f_true,f_pred,abs_error
0,0.159153833985,-0.0251203067601,0.18427413702
0.0101010100916,0.159070283175,-0.0248842984438,0.183954581618
0.0202020201832,0.158346220851,-0.024655604735,0.183001831174
0.0303030312061,0.156984552741,-0.0244344789535,0.181419029832
0.0404040403664,0.154990747571,-0.0242211930454,0.179211944342
0.0505050495267,0.152372866869,-0.0240160152316,0.176388889551
0.0606060624123,0.149141430855,-0.023819193244,0.172960624099
0.0707070678473,0.145309448242,-0.0236309953034,0.16894043982
0.0808080807328,0.140892371535,-0.0234516747296,0.16434404254
0.0909090936184,0.135907948017,-0.023281481117,0.159189432859
0.101010099053,0.130376279354,-0.0231206584722,0.153496935964
0.111111111939,0.124319635332,-0.0229694377631,0.147289067507
0.121212124825,0.117762394249,-0.0228280425072,0.140590429306
0.13131313026,0.110730975866,-0.0226966906339,0.133427664638
0.141414135695,0.103253677487,-0.0225755870342,0.125829264522
0.151515156031,0.09536062181,-0.0224649198353,0.11782553792
0.161616161466,0.0870835632086,-0.0223648604006,0.109448425472
0.171717166901,0.0784558579326,-0.0222755633295,0.100731417537
0.181818187237,0.0695122405887,-0.022197175771,0.091709420085
0.191919192672,0.0602887347341,-0.0221298076212,0.0824185460806
0.202020198107,0.0508224517107,-0.022073559463,0.0728960111737
0.212121218443,0.0411515235901,-0.0220285020769,0.0631800293922
0.222222223878,0.0313148908317,-0.0219946838915,0.0533095747232
0.232323229313,0.0213521849364,-0.0219721328467,0.0433243177831
0.242424249649,0.0113034639508,-0.0219608321786,0.0332642942667
0.252525240183,0.00120928371325,-0.0219607576728,0.0231700409204
0.262626260519,-0.00888982228935,-0.0219718329608,0.0130820106715
0.272727280855,-0.0189531128854,-0.0219939649105,0.00304085202515
0.282828271389,-0.0289400666952,-0.0220270249993,0.00691304169595
0.292929291725,-0.0388105101883,-0.0220708400011,0.0167396701872
0.303030312061,-0.0485246814787,-0.0221252162009,0.0263994652778
0.313131302595,-0.0580434314907,-0.0221899151802,0.0358535163105
0.323232322931,-0.0673284903169,-0.0222646705806,0.0450638197362
0.333333343267,-0.076342433691,-0.0223491676152,0.0539932660758
0.343434333801,-0.0850489735603,-0.022443074733,0.0626059025526
0.353535354137,-0.0934130474925,-0.022546004504,0.0708670467138
0.363636374474,-0.101400986314,-0.0226575508714,0.0787434354424
0.373737365007,-0.108980588615,-0.0227772630751,0.0862033218145
0.383838385344,-0.116121388972,-0.0229046661407,0.0932167246938
0.39393940568,-0.122794643044,-0.0230392441154,0.0997553989291
0.404040396214,-0.128973379731,-0.0231804586947,0.105792924762
0.41414141655,-0.134632840753,-0.0233277417719,0.111305102706
0.424242436886,-0.139750167727,-0.0234804935753,0.116269677877
0.43434342742,-0.144304767251,-0.023638099432,0.120666667819
0.444444447756,-0.148278295994,-0.023799918592,0.124478377402
0.454545468092,-0.15165476501,-0.023965286091,0.127689480782
0.464646458626,-0.154420554638,-0.0241335295141,0.130287021399
0.474747478962,-0.156564578414,-0.0243039634079,0.132260620594
0.484848499298,-0.158078163862,-0.0244758874178,0.133602276444
0.494949489832,-0.158955216408,-0.0246485956013,0.134306624532
0.50505053997,-0.159192204475,-0.0248213782907,0.134370833635
0.515151500702,-0.158788204193,-0.0249935314059,0.133794665337
0.525252521038,-0.157744795084,-0.0251643434167,0.132580459118
0.535353541374,-0.156066209078,-0.025333121419,0.130733087659
0.545454502106,-0.153759226203,-0.0254991725087,0.128260046244
0.555555582047,-0.150833070278,-0.0256618186831,0.125171244144
0.565656542778,-0.147299587727,-0.0258204005659,0.121479183435
0.575757563114,-0.143172979355,-0.0259742736816,0.117198705673
0.58585858345,-0.138469859958,-0.026122815907,0.112347044051
0.595959603786,-0.133209183812,-0.0262654293329,0.106943756342
0.606060624123,-0.127412095666,-0.0264015384018,0.101010560989
0.616161584854,-0.121101997793,-0.0265306048095,0.0945713967085
0.626262664795,-0.114304184914,-0.0266521014273,0.0876520872116
0.636363625526,-0.107046224177,-0.0267655514181,0.0802806764841
0.646464645863,-0.0993571653962,-0.0268705040216,0.0724866613746
0.656565666199,-0.0912680327892,-0.0269665420055,0.0643014907837
0.66666662693,-0.0828114524484,-0.0270532742143,0.0557581782341
0.676767706871,-0.0740213096142,-0.0271303541958,0.0468909554183
0.686868667603,-0.0649331584573,-0.0271974708885,0.0377356857061
0.696969687939,-0.0555835440755,-0.0272543448955,0.02832919918
0.707070708275,-0.0460101217031,-0.0273007266223,0.0187093950808
0.717171728611,-0.0362514257431,-0.027336422354,0.00891500338912
0.727272748947,-0.0263467617333,-0.0273612439632,0.00101448222995
0.737373709679,-0.0163360834122,-0.0273750536144,0.0110389702022
0.747474789619,-0.0062594730407,-0.0273777581751,0.0211182851344
0.757575750351,0.00384218944237,-0.027369260788,0.031211450696
0.767676770687,0.0139284553006,-0.0273495316505,0.0412779860198
0.777777791023,0.0239587146789,-0.0273185446858,0.0512772575021
0.787878751755,0.0338923484087,-0.0272763185203,0.061168666929
0.797979831696,0.0436896570027,-0.0272228866816,0.070912539959
0.808080792427,0.0533109009266,-0.0271583218127,0.0804692208767
0.818181812763,0.0627175495028,-0.0270827002823,0.0898002535105
