wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
10,3.65174127255,0.507990487319,0.936974141125,0.0656058135226,0.197345806563,48.3992800116,176.938994187,0.60997854363
