alpha,residual,regularization
1e-06,0.00677701624437,5.09112617925
2.73841963426e-06,0.0117644585421,4.43602046748
7.49894209332e-06,0.0059093681587,3.6188847492
2.05352502646e-05,0.0103475325361,2.70140138039
5.6234132519e-05,0.0128385183166,1.73725300412
0.000153992652606,0.0092481147642,1.13581098773
0.000421696503429,0.00591628988746,0.661126062085
0.00115478198469,0.00916453403643,0.381394293323
0.00316227766017,0.00718604199525,0.230209584722
0.0086596432336,0.00764727612761,0.175309669209
0.0237137370566,0.00641242309327,0.121207912145
0.0649381631576,0.00691495881315,0.0677115145801
0.177827941004,0.00664943967231,0.0313149337312
0.486967525166,0.0073247998117,0.0125131660187
1.33352143216,0.00739859264207,0.00483550894106
3.65174127255,0.0071160496365,0.00178087494587
10,0.00731375720446,0.0006816123756
