x,uT_target,uT_pinn
0.00990098994225,0.00239658402279,0.0024428665638
0.0198019798845,0.00479316804558,0.00467688217759
0.0297029688954,0.0071897492744,0.00693238526583
0.039603959769,0.00958632305264,0.00920842960477
0.0495049506426,0.0119828814641,0.0115041062236
0.0594059377909,0.0143794072792,0.013818603009
0.0693069323897,0.0167758781463,0.0161510519683
0.079207919538,0.0191722605377,0.0185003094375
0.0891089066863,0.0215685106814,0.0208655931056
0.0990099012852,0.0239645782858,0.0232458151877
0.108910888433,0.0263603888452,0.0256398580968
0.118811875582,0.0287558566779,0.028046887368
0.12871286273,0.0311508718878,0.030465785414
0.138613864779,0.0335453227162,0.0328955091536
0.148514851928,0.0359390489757,0.0353349484503
0.158415839076,0.0383318848908,0.0377829782665
0.168316826224,0.0407236367464,0.0402385778725
0.178217813373,0.0431140623987,0.0427005924284
0.188118815422,0.045502923429,0.0451680980623
0.19801980257,0.0478899218142,0.0476397685707
0.207920789719,0.0502747148275,0.0501144714653
0.217821776867,0.0526569448411,0.0525912307203
0.227722764015,0.0550361797214,0.0550688169897
0.237623751163,0.0574119836092,0.057546120137
0.247524753213,0.0597838200629,0.0600219033659
0.25742572546,0.0621511302888,0.062494982034
0.267326742411,0.0645133033395,0.0649641752243
0.277227729559,0.0668696388602,0.0674281865358
0.287128716707,0.0692193806171,0.0698859095573
0.297029703856,0.0715616941452,0.0723357349634
0.306930691004,0.0738956853747,0.0747764259577
0.316831678152,0.0762203559279,0.0772066265345
0.3267326653,0.0785346403718,0.0796244591475
0.336633652449,0.0808373466134,0.0820287615061
0.346534639597,0.0831272304058,0.084417656064
0.356435626745,0.0854028761387,0.086789265275
0.366336613894,0.0876628160477,0.0891415774822
0.376237630844,0.0899054035544,0.0914726704359
0.386138617992,0.0921289026737,0.0937802344561
0.396039605141,0.0943313911557,0.0960618704557
0.405940592289,0.0965108647943,0.0983151048422
0.415841579437,0.0986651033163,0.100537031889
0.425742566586,0.100791759789,0.102724656463
0.435643553734,0.102888271213,0.104874894023
0.445544540882,0.104951918125,0.106984302402
0.45544552803,0.106979764998,0.109049141407
0.465346515179,0.108968697488,0.111065521836
0.475247502327,0.110915318131,0.113029316068
0.485148519278,0.112816073,0.114936158061
0.495049506426,0.114667125046,0.116781368852
0.504950523376,0.116464391351,0.118559882045
0.51485145092,0.118203490973,0.12026669085
0.524752497673,0.119879856706,0.121896445751
0.534653484821,0.121488533914,0.123443320394
0.54455447197,0.123024322093,0.124901533127
0.554455459118,0.124481722713,0.126264989376
0.564356446266,0.125854894519,0.127527415752
0.574257433414,0.127137705684,0.128682434559
0.584158420563,0.128323689103,0.129723310471
0.594059407711,0.129406020045,0.130643457174
0.603960394859,0.130377605557,0.131435930729
0.613861382008,0.131230995059,0.132093816996
0.623762369156,0.131958395243,0.13261038065
0.633663415909,0.13255174458,0.132978409529
0.643564343452,0.133002668619,0.133190974593
0.653465390205,0.133302509785,0.133241072297
0.663366317749,0.133442401886,0.133122041821
0.673267364502,0.133413180709,0.132827177644
0.683168292046,0.133205592632,0.132349714637
0.693069338799,0.132810175419,0.131683304906
0.702970266342,0.13221745193,0.13082203269
0.712871313095,0.131417870522,0.129759520292
0.722772240639,0.130401983857,0.1284904778
0.732673287392,0.129160448909,0.127009540796
0.74257427454,0.127684190869,0.125311583281
0.752475261688,0.125964432955,0.123392164707
0.762376248837,0.123992845416,0.121247023344
0.772277235985,0.121761724353,0.118872374296
0.782178223133,0.119264036417,0.116265207529
0.792079210281,0.11649351567,0.113422378898
0.80198019743,0.113444939256,0.110341787338
0.811881184578,0.110114231706,0.107021734118
0.821782171726,0.106498554349,0.103460922837
0.831683158875,0.102596491575,0.0996588170528
0.841584146023,0.0984081700444,0.0956152379513
0.851485133171,0.0939355045557,0.0913308411837
0.861386120319,0.089182138443,0.0868065208197
0.871287107468,0.08415363729,0.0820441693068
0.881188154221,0.0788576975465,0.0770457834005
0.891089081764,0.0733040496707,0.0718144029379
0.900990128517,0.0675044059753,0.0663530677557
0.910891115665,0.0614728108048,0.0606656558812
0.920792102814,0.0552252195776,0.0547565482557
0.930693089962,0.048779796809,0.0486302040517
0.94059407711,0.0421564765275,0.0422922484577
0.950495064259,0.0353769809008,0.0357478521764
0.960396051407,0.0284647960216,0.0290031768382
0.970297038555,0.0214446522295,0.0220645852387
0.980198025703,0.0143424868584,0.0149388276041
0.990099012852,0.00718507962301,0.00763301923871
