wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.1,0.0237137370566,0.256948734849,1.33923510955,0.0221564825624,0.0225231199328,0.00988054157942,0.0227574244978,0.670689668155
